mined_at,created_at,year,month,day,day_of_week,hour,minute,screen_name,tweet_id,tweet_id_str,retweet_count,favorite_count,source,hashtags,urls,language,user_favourites_count,followers_count,friends_count,text
2020-06-24 17:06:50.798338,2018-12-10 10:25:02+00:00,2018,12,10,0,10,25,picnic,1072074705534943232,1072074705534943232,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,"@kleinepetit Wat balen! Omdat we je als nieuwe klant wel de beste service willen geven, breiden we met kleine stapjes uit. We doen uiteraard ons stinkende best om zo snel als mogelijk ook bij jou te bezorgen. Ik duim met je mee dat het niet zo lang meer duurt!"
2020-06-24 17:06:50.798338,2018-12-10 13:10:29+00:00,2018,12,10,0,13,10,picnic,1072116340591390720,1072116340591390720,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],en,3885,4842,5,@laurenboyle2018 Hi Lauren! How unfortunate! Can you maybe tell me what happened in a DM? :)
2020-06-24 17:06:50.798338,2018-12-10 13:19:26+00:00,2018,12,10,0,13,19,picnic,1072118594929115137,1072118594929115137,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,"@laurenboyle2018 Hoi Lauren! Als je me even een DM stuurt met je gegevens, kijk ik even met je mee:)"
2020-06-24 17:06:50.798338,2018-12-10 14:34:15+00:00,2018,12,10,0,14,34,picnic,1072137422258008069,1072137422258008069,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[{'expanded_url': 'https://join.picnic.nl/', 'url': 'https://t.co/gzsyZMgZiL'}]",nl,3885,4842,5,@CluxarTV Hoi! Neem anders een kijkje op onze website of kijk op https://t.co/gzsyZMgZiL :)
2020-06-24 17:06:50.798338,2018-12-10 15:55:33+00:00,2018,12,10,0,15,55,picnic,1072157882651762689,1072157882651762689,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@KroanNL Ik begrijp dat het goed balen is dat je nu geen boodschappen thuis hebt. Gelukkig maakt de bezorger het naar omstandigheden goed. We willen geen boodschappen leveren die niet aan de kwaliteit voldoen. Vandaar dat we je hierover even persoonlijk hebben gebeld. Graag tot snel!
2020-06-24 17:06:50.798338,2018-12-10 18:02:47+00:00,2018,12,10,0,18,2,picnic,1072189902031372288,1072189902031372288,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@mjvisser Ik stuur je graag even een privéberichtje, dan kan ik eventjes gaan kijken wat er aan de hand is :)"
2020-06-24 17:06:50.798338,2018-12-10 19:41:37+00:00,2018,12,10,0,19,41,picnic,1072214775239794691,1072214775239794691,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@andyhoek Helaas is het probleem nog niet opgelost. We zijn er van op de hoogte dat de radar het voor enkele klanten niet lijkt te doen. Ik snap dat het heel leuk is om te zien waar de bezorger rijdt, maar ik hoop dat je nog even geduld hebt terwijl we dit oplossen :)"
2020-06-24 17:06:50.798338,2018-12-11 08:38:28+00:00,2018,12,11,1,8,38,picnic,1072410275507331073,1072410275507331073,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@ernstplante De bezorger maakt het naar omstandigheden gelukkig goed! Super fijn dat jij je boodschappen nog bij de supermarkt hebt kunnen halen. Volgende keer komen wij hopelijk jouw boodschappen weer gewoon thuisbrengen. Dan hoef jij de kou ook niet meer in!😊😊
2020-06-24 17:06:50.798338,2018-12-11 08:48:12+00:00,2018,12,11,1,8,48,picnic,1072412723382763522,1072412723382763522,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@Charlotte_030 Wat goed dat je wat maaltijden doneert! Daar kunnen wij veel mensen blij mee maken. Ik snap je punt, gezonde producten zijn zeker belangrijk. De producten hebben wij geselecteerd samen met de voedselbank zodat zij hier weer (gezonde) gevarieerde pakketten van kunnen maken:)"
2020-06-24 17:06:50.798338,2018-12-11 08:53:22+00:00,2018,12,11,1,8,53,picnic,1072414022908239872,1072414022908239872,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@krullenbos Oh jeej! Dat is balen zeg! Wil je ons even een DM sturen? Dan ga ik het even voor je uitzoeken😊
2020-06-24 17:06:50.798338,2018-12-11 09:33:30+00:00,2018,12,11,1,9,33,picnic,1072424125916958720,1072424125916958720,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,@liekevanwilpen We willen natuurlijk niet dat je met lege handen staat! :)
2020-06-24 17:06:50.798338,2018-12-11 11:05:06+00:00,2018,12,11,1,11,5,picnic,1072447176666681346,1072447176666681346,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,@margriethoo1 We hopen dat we ook dit jaar weer veel mensen blij kunnen maken. De producten worden geselecteerd in samenwerking met de voedselbank. Zij maken hier dan gevarieerde pakketten van! Daarom kiezen wij dus voor bepaalde producten :)
2020-06-24 17:06:50.798338,2018-12-11 13:32:17+00:00,2018,12,11,1,13,32,picnic,1072484215785185280,1072484215785185280,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,@saaltinkcom Ik durf niet te zeggen wanneer wij naar Rozenburg komen! We doen we hard ons best om zoveel mogelijk nieuwe bezorgers op te leiden en nieuwe autootjes in te zetten. Zodra wij genoeg hebben racen wij jouw kant op! (natuurlijk wel binnen de snelheidslimiet)
2020-06-24 17:06:50.798338,2018-12-11 16:44:17+00:00,2018,12,11,1,16,44,picnic,1072532535945715718,1072532535945715718,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@MrNickert Ah, dat is natuurlijk niet de bedoeling! Mijn excuses hiervoor. Ik wil de aardappeltjes graag voor je vergoede. Ik heb een privébericht gestuurd om je verder te helpen!"
2020-06-24 17:06:50.798338,2018-12-11 18:37:38+00:00,2018,12,11,1,18,37,picnic,1072561059670736896,1072561059670736896,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@ernstplante ik heb je even een privébericht gestuurd om je verder te helpen!
2020-06-24 17:06:50.798338,2018-12-11 20:26:01+00:00,2018,12,11,1,20,26,picnic,1072588335179292672,1072588335179292672,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@kimschrijft Jammer dat je nog geen boodschappen kan doen. We doen uiteraard ons uiterste best om nieuwe klanten te verwelkomen! Ik hoop dat we de volgende Kerst wel bij je bezorgen, maar eigenlijk natuurlijk veel eerder 😉 Groeten, Jordan van Picnic"
2020-06-24 17:06:50.798338,2018-12-11 20:30:30+00:00,2018,12,11,1,20,30,picnic,1072589461576404993,1072589461576404993,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@kimschrijft We doen ons best je natuurlijk eerder toegang te geven! 😁 Fijne avond
2020-06-24 17:06:50.798338,2018-12-12 08:00:05+00:00,2018,12,12,2,8,0,picnic,1072763004880646144,1072763004880646144,1,7.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],"[{'expanded_url': 'https://blog.picnic.nl/react-native-at-picnic-eff17e8c51d5', 'url': 'https://t.co/YUPr5UzheG'}]",en,3885,4842,5,"Recently, the team has started using React Native. Want to know why? @larslockefeer spills the beans:

https://t.co/YUPr5UzheG"
2020-06-24 17:06:50.798338,2018-12-12 10:49:30+00:00,2018,12,12,2,10,49,picnic,1072805636356890624,1072805636356890624,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@Miep2525 Wat lief dat je meedoet aan de actie en ons helpt om het woord te verspreiden! Zo zorgen we er samen voor dat iedereen er warmpjes bijzit! :)
2020-06-24 17:06:50.798338,2018-12-12 11:48:08+00:00,2018,12,12,2,11,48,picnic,1072820393298325504,1072820393298325504,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],en,3885,4842,5,"@erikkeegstra @sooqrcom Because of the holidays it's a bit busier at the moment, after that we try to give you access as soon as possible! :)"
2020-06-24 17:06:50.798338,2018-12-12 14:17:10+00:00,2018,12,12,2,14,17,picnic,1072857897820934144,1072857897820934144,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@MalibuInfo Wat een feest dat we bij de enige echte Mr Malibu voor de deur mogen staan! Tot de volgende Picnic! Gezellig! :)
2020-06-24 17:06:50.798338,2018-12-12 14:21:20+00:00,2018,12,12,2,14,21,picnic,1072858947764113411,1072858947764113411,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@saaltinkcom Dat zou leuk zijn! Dan mogen we ook bij jou voor de deur staan! Op dit moment zijn er helaas nog geen concrete plannen, maar als je de app downloadt en je gegevens achterlaat, ben jij de eerste die het hoort als het zover is :)"
2020-06-24 17:06:50.798338,2018-12-12 14:22:38+00:00,2018,12,12,2,14,22,picnic,1072859276262211586,1072859276262211586,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],und,3885,4842,5,@MalibuInfo https://t.co/fmQxyLn42c
2020-06-24 17:06:50.798338,2018-12-12 14:55:50+00:00,2018,12,12,2,14,55,picnic,1072867629851848704,1072867629851848704,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@JannickBolten De verpakking is altijd leidend; 25 stuks geluk dus voor de kleine! :) Thanks voor je scherpe blik, we passen het aan!"
2020-06-24 17:06:50.798338,2018-12-12 14:58:57+00:00,2018,12,12,2,14,58,picnic,1072868412538314753,1072868412538314753,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[{'text': 'Frieslann'}],[],nl,3885,4842,5,"@BOLBEGONIA @MalibuInfo We hebben een verscheiden assortiment en het huismerk is G'woon, omdat we zo lekker gewoon zijn gebleven! ;)  Hopelijk in de toekomst ook naar #Frieslann"
2020-06-24 17:06:50.798338,2018-12-12 15:06:57+00:00,2018,12,12,2,15,6,picnic,1072870426454319106,1072870426454319106,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@BOLBEGONIA @MalibuInfo Jazeker! We vergelijken onze producten met de online prijzen van de AH en Jumbo. Neem vooral een keer een kijkje in de app bij @MalibuInfo als jullie bij elkaar op visite zijn :)
2020-06-24 17:06:50.798338,2018-12-13 08:02:20+00:00,2018,12,13,3,8,2,picnic,1073125957144317953,1073125957144317953,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@RaymondAarsman1 Woehoe! Go ijsbeer Gijs! Veel schaats plezier!
2020-06-24 17:06:50.798338,2018-12-13 11:14:33+00:00,2018,12,13,3,11,14,picnic,1073174331759435777,1073174331759435777,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@vriendin_van Morgen zie je het bezorgmoment voor de 21e staan in de app en vanaf zaterdag zou je kunnen bestellen voor de 22e! Zien we je dan gezellig aan de deur? :)
2020-06-24 17:06:50.798338,2018-12-13 11:54:07+00:00,2018,12,13,3,11,54,picnic,1073184285266505728,1073184285266505728,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@NOFUSSwebsites Ik stuur je eventjes een DM dan kan ik met je meekijken :)
2020-06-24 17:06:50.798338,2018-12-13 14:51:23+00:00,2018,12,13,3,14,51,picnic,1073228896923996160,1073228896923996160,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@kimschrijft @saskia86 Oeh dat wordt smullen bij je eerste bestelling straks! Hehe ja we houden bij Picnic wel van een woordgrapje, zo ook van ''wachtverzachters'' ;)"
2020-06-24 17:06:50.798338,2018-12-13 17:29:19+00:00,2018,12,13,3,17,29,picnic,1073268643054714882,1073268643054714882,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@miranda1966 Wat leuk om te lezen dat je blij bent met onze service! Daar doen we het natuurlijk voor. 😄 Geniet van je bestelling.
2020-06-24 17:06:50.543755,2018-12-13 17:35:16+00:00,2018,12,13,3,17,35,picnic,1073270139204878342,1073270139204878342,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@edwardbdrecht @Schellevis @albertheijn Dat is wel echt een probleem natuurlijk! 😉 Gelukkig zijn we achter de schermen hard bezig met het toevoegen van een dergelijke functie. Dat is dan in ieder geval 1 luxe probleem minder. 🥳
2020-06-24 17:06:50.543755,2018-12-13 17:38:26+00:00,2018,12,13,3,17,38,picnic,1073270935359238146,1073270935359238146,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@ErikBooij @edwardbdrecht @Schellevis @albertheijn Er is inderdaad een selecte groep gebruikers die op dit moment die functie al kan gebruiken. We hopen dit op den duur aan iedereen aan te kunnen bieden. 🙌
2020-06-24 17:06:50.543755,2018-12-14 10:14:58+00:00,2018,12,14,4,10,14,picnic,1073521721955770368,1073521721955770368,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,@saaltinkcom helaas kan ik nog geen indicatie geven over hoe lang het gaat duren voordat wij in Rozenburg gaan bezorgen. Wij doen ons best om zo snel mogelijk nieuwe steden te voorzien van onze service. Je kan je wel vast aanmelden zodat wij je op de hoogte kunnen houden.
2020-06-24 17:06:50.543755,2018-12-14 13:50:23+00:00,2018,12,14,4,13,50,picnic,1073575935461478400,1073575935461478400,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,@NardGilsing Wat leuk dat je eerste bestelling er bijna is! Wij zijn erg benieuwd of het bevalt. Laat je het ons weten?
2020-06-24 17:06:50.543755,2018-12-15 10:36:16+00:00,2018,12,15,5,10,36,picnic,1073889471102369792,1073889471102369792,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,"@JonErik73 Begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp heel serieus en doen juist veel aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden."
2020-06-24 17:06:50.543755,2018-12-15 10:39:39+00:00,2018,12,15,5,10,39,picnic,1073890324169285632,1073890324169285632,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@Willigje Wat tof om te horen, Annemarie! We brengen de boodschappen graag bij je naar binnen. Tot snel :)"
2020-06-24 17:06:50.543755,2018-12-15 10:43:25+00:00,2018,12,15,5,10,43,picnic,1073891269137571841,1073891269137571841,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@martijn We nemen dit onderwerp erg serieus. Heel begrijpelijk dat je geschrokken bent! We werken juist veel aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden."
2020-06-24 17:06:50.543755,2018-12-15 10:44:35+00:00,2018,12,15,5,10,44,picnic,1073891565544849408,1073891565544849408,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@elineannepeters Heel begrijpelijk dat je bent geschrokken van het artikel! We nemen dit heel serieus en doen juist veel aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden."
2020-06-24 17:06:50.543755,2018-12-15 10:48:31+00:00,2018,12,15,5,10,48,picnic,1073892552552706048,1073892552552706048,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,@caluwe Wat fijn dat deze optie een uitkomst is voor je! En nu maar hopen dat er niet meerdere zoetekauwen in huis wonen ;) Of misschien juist wel? We zien je graag snel met de boodschappen!
2020-06-24 17:06:50.543755,2018-12-15 10:50:19+00:00,2018,12,15,5,10,50,picnic,1073893007445901312,1073893007445901312,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@AdeHooge2 Ik snap volkomen dat je hiervan geschrokken bent. We nemen dit onderwerp erg serieus en werken juist aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden."
2020-06-24 17:06:50.543755,2018-12-15 10:56:54+00:00,2018,12,15,5,10,56,picnic,1073894664556736517,1073894664556736517,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@wittp @trouw Heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp heel serieus en doen werken veel aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden"
2020-06-24 17:06:50.543755,2018-12-15 11:04:15+00:00,2018,12,15,5,11,4,picnic,1073896515528261632,1073896515528261632,0,,"<a href=""http://www.zendesk.com"" rel=""nofollow"">Zendesk</a>",[],[],nl,3885,4842,5,"@tweetache We nemen dit onderwerp erg serieus en zullen juist veel werken aan goede arbeidsomstandigheden, omdat we mensen graag willen behouden."
2020-06-24 17:06:50.543755,2018-12-15 12:43:08+00:00,2018,12,15,5,12,43,picnic,1073921396638711808,1073921396638711808,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@bartvankent Heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit."
2020-06-24 17:06:50.543755,2018-12-15 12:44:41+00:00,2018,12,15,5,12,44,picnic,1073921789678575617,1073921789678575617,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@nienkevankeulen Hi Nienke, heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:45:14+00:00,2018,12,15,5,12,45,picnic,1073921927599800322,1073921927599800322,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@studiovandaar Hi Jedi, heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:45:36+00:00,2018,12,15,5,12,45,picnic,1073922017823477760,1073922017823477760,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@RickvdZweth Hi Rick, we nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:46:25+00:00,2018,12,15,5,12,46,picnic,1073922224246177792,1073922224246177792,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@hansvantelling @PaulSmeulders @wimjanrenkema @dijkvangijs Hi Hans en Paul, we nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:47:14+00:00,2018,12,15,5,12,47,picnic,1073922430471692289,1073922430471692289,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@StijnJansen90 @trouw Hi Stijn, we nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:48:51+00:00,2018,12,15,5,12,48,picnic,1073922836740362241,1073922836740362241,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@mariannejekkers Hi Marianne, heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dit is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:52:45+00:00,2018,12,15,5,12,52,picnic,1073923818266259456,1073923818266259456,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@dohdoc @ThierryVanVugt HI René, we nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dat is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:53:21+00:00,2018,12,15,5,12,53,picnic,1073923970087481344,1073923970087481344,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@Journaloestiek Hi Marloes, heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dat is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:53:52+00:00,2018,12,15,5,12,53,picnic,1073924100773568513,1073924100773568513,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@jofreddie @trouw @FNV Hi Alfred, heel begrijpelijk dat je bent geschrokken van het artikel. We nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dat is prioriteit!"
2020-06-24 17:06:50.543755,2018-12-15 12:55:47+00:00,2018,12,15,5,12,55,picnic,1073924583563161600,1073924583563161600,0,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",[],[],nl,3885,4842,5,"@reinouts Hi Reinout, we nemen dit onderwerp erg serieus. We gaan de oorzaak van deze gepubliceerde informatie onderzoeken en daar verbetering in brengen, dat is prioriteit!"
